,ac_code_icao,n_eng,e_type,wake,engine_bada,manual_file,engine_id,engine_database,combustor_description,eng_type,bp_ratio,press_ratio,rated_output,to_hc,co_hc,app_hc,idle_hc,lto_hc,to_co,co_co,app_co,idle_co,lto_co,to_nox,co_nox,app_nox,idle_nox,lto_nox,to_sn,co_sn,app_sn,idle_sn,max_sn,fuel_spec,to_fflow,co_fflow,app_fflow,idle_fflow,lto_fuel,amb_baro,amb_temp,humidity,manufacturer,source,synonyms,power,to_pm,co_pm,app_pm,idle_pm,valid
1183,SBR1,2,Jet,M,JT12A-8,SBR1,1AS002,TFE731-3,,TF,2.64,14.3,16.5,0.062,0.072,1.41,9.04,393,1.13,1.62,15.56,47.7,2254,19.15,16.02,6.92,3.72,845,,,,,,ASTM D1655-73T,0.225,0.186,0.072,0.026,92,97.0-97.3,294 - 313,.0039-.0073,Allied Signal,icao,,,,,,,TRUE
1184,SBR2,2,Jet,M,JT12A-8,SBR1,1AS002,TFE731-3,,TF,2.64,14.3,16.5,0.062,0.072,1.41,9.04,393,1.13,1.62,15.56,47.7,2254,19.15,16.02,6.92,3.72,845,,,,,,ASTM D1655-73T,0.225,0.186,0.072,0.026,92,97.0-97.3,294 - 313,.0039-.0073,Allied Signal,icao,,,,,,,TRUE
1185,SC01,1,Piston,L,IO-360-C1C6,P28R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1186,SC7,2,Turboprop,L,TPE331-5-252D,D228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1187,SD4,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1188,SEAW,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1189,SF2,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1190,SF23,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1191,SF24,1,Piston,L,Stamo MS 1500,SF25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1192,SF25,1,Piston,L,Stamo MS 1500,SF25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1193,SF27,1,Piston,L,Stamo MS 1500,SF25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1194,SF28,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1195,SF31,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1196,SF34,2,Turboprop,M,CT7-9B,SF34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1197,SF36,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1198,SF50,1,Jet,L,FJ33-5A,SF50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1199,SG37,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1200,SG70,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1201,SGRA,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1202,SGUP,2,Turboprop,M,Tyne 522,C160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1203,SH33,2,Turboprop,M,PT6A-67R,SH36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1204,SH36,2,Turboprop,M,PT6A-67R,SH36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1205,SHOP,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1206,SHRK,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1207,SIRA,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1208,SJ30,2,Jet,L,CJ610-8A,LJ25,1PW037,"JT15D-5, -5A, -5B",,TF,2.1,12.3,12.9,0,1.3,11.7,119.1,5715,0,1.15,38.6,119.2,6142,11.13,10.08,4.93,1.66,481,18.5,,,,18.5,Jet A-1,0.2054,0.1727,0.066,0.0296,93,99.42,280.3,0.0036,Pratt & Whitney (Canada),icao,,,,,,,TRUE
1209,SK70,2,Piston,L,GTSIO-520-N,C421,P121,TIO-540-J2B2,,,,,,12.36,16.63,13.38,68.08,,1442.1,1470.9,1261.6,1293.7,,0.36,0.24,1.39,0.39,,,,,,,,0.0327,0.0258,0.0125,0.0032,,,,,,faeed165,TIO-540-...,350,0.1,0.07,0.04,0.05,TRUE
1210,SKAR,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1211,SKRA,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1212,SKYR,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1213,SLCH,4,Jet,J,Trent 900,A388,8RR046,Trent 970-84,Phase5 Tiled,TF,7.5,38.97,334.7,0,0,0,0.2,81,0.4,0.2,1.4,15.1,6461,37.2,29.1,11.4,5.1,16555,4.1,4.7,2.6,0.7,5.23,-,2.6,2.2,0.7,0.3,980,100.4 - 100.4,291 - 291.6,0.00517 - 0.00578,Rolls Royce plc,icao,,,,,,,TRUE
1214,SLG2,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1215,SLG4,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1216,SLK3,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1217,SLK5,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1218,SM19,1,Turboprop,L,M250-B17F/2,E500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1219,SM20,1,Turboprop,L,M250-B17F/2,E500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1220,SM92,1,Piston,L,O-320-D3G,P28A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1221,SMAX,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1222,SNAP,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1223,SNTA,1,Piston,L,Stamo MS 1500,SF25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1224,SOL1,2,Jet,L,PW610F-A,EA50,1PW035,JT15D-1 series,,TF,3.3,9.76,9.79,0.01,0.01,4.43,50.5,1866,2.65,3.5,40.5,132,5306,7.6,6.77,3.44,1.75,263,15,,,,15,Jet A-1,0.148,0.124,0.051,0.023,71,100.526,290,0.0079,Pratt & Whitney (Canada),icao,,,,,,,TRUE
1225,SOL2,2,Jet,L,PW610F-A,EA50,1PW035,JT15D-1 series,,TF,3.3,9.76,9.79,0.01,0.01,4.43,50.5,1866,2.65,3.5,40.5,132,5306,7.6,6.77,3.44,1.75,263,15,,,,15,Jet A-1,0.148,0.124,0.051,0.023,71,100.526,290,0.0079,Pratt & Whitney (Canada),icao,,,,,,,TRUE
1226,SORA,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1227,SP7,2,Piston,L,TSIO-360KB,PA34,P131,TSIO-360C,,,,,,9.17,9.55,11.31,138.26,,1082,960.8,995.1,592.2,,2.71,4.32,3.77,1.91,,,,,,,,0.0168,0.0125,0.0077,0.0014,,,,,,faeed160,TSIO-360-...,225,0.1,0.07,0.04,0.05,TRUE
1228,SP95,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1229,SPA2,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1230,SPIT,2,Turboprop,L,PT6A-66,P180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1231,SPRT,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1232,SPUP,1,Piston,L,O-320-D3G,P28A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1233,SR01,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1234,SR20,1,Piston,L,IO-360-ES,SR20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1235,SR22,1,Piston,L,IO-550-N,SR22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1236,SR71,1,Jet,M,J75-P-13B,U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1237,SREY,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1238,SS2T,1,Turboprop,L,PT6A-34,P750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1239,SSAB,2,Jet,M,Larzac 04-C5,AJET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1240,SSTM,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1241,ST10,1,Piston,L,IO-360-C1C6,P28R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1242,ST3,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1243,ST4,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1244,ST6,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1245,ST75,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1246,STAR,2,Turboprop,L,PT6A-66,P180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1247,STCH,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1248,STRE,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1249,STRK,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1250,STRM,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1251,SU17,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1252,SU24,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1253,SU25,1,Jet,M,F405-RR-401,HAWK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1254,SU26,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1255,SU27,2,Jet,M,F100-PW-229,F15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1256,SU7,2,Jet,M,Larzac 04-C5,AJET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1257,SU95,2,Jet,M,SaM146-1S17,SU95,11PJ001,SaM146-1S17,,MTF,4.44,21.85,69.21,0.03,0.04,0.06,1.05,167,0.26,0.36,5.07,29.36,4776,16.37,13.89,7.1,3.73,2695,12.6,11.7,0.1,0.1,12.6,JET-A1,0.791,0.653,0.228,0.097,326,100.43 -101.26,289.2 - 302.5,0.00619 - 0.01331,PowerJet S.A.,icao,,,,,,,TRUE
1258,SUBA,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1259,SV4,1,Piston,L,TSIO-360-FB,P28U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1260,SVNH,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1261,SW18,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1262,SW2,2,Turboprop,L,PT6A-28,BE9L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1263,SW3,2,Turboprop,L,TPE331-10-501M,MU2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1264,SW4,2,Turboprop,M,TPE331-11U-601G,SW4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1265,SWIF,2,Jet,M,Larzac 04-C5,AJET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1266,SX30,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1267,SYMP,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1268,T1,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1269,T10,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1270,T134,2,Jet,M,D-30-III,T134,1AA001,D-30 (Il series),,MTF,0.85,18.4,66.64,0.12,0.14,1.5,43.6,8992,2.7,3.2,14.5,60.3,13989,19.1,16.3,7,3.6,4338,33,35,27,8,35,TS-1,1.15,0.975,0.35,0.13,464,103,293,0.01048,Aviadvigatel,icao,,,,,,,TRUE
1271,T154,3,Jet,M,D-30KU-154-II,T154,1KK001,NK-8-2U,,MTF,1.24,10.8,103,0.45,0.55,5,103.8,39677,5.5,6,21,116,47684,13.9,12.9,5.4,2.7,4776,,,,,23.5,TS-1,1.75,1.17,0.58,0.24,742,102.6,300,0.00876,KKBM,icao,,,,,,,TRUE
1272,T160,4,Jet,H,D-30KU-154-II,FGTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1273,T18,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1274,T19,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1275,T2,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1276,T204,2,Jet,M,PS-90A,T204,13AA008,PS-90A2,93-03-800,MTF,4.32,31.23,156.95,0.11,0.14,0.21,2.88,820,0.44,0.65,1.91,16.79,4825,32.7,25.52,9.31,4.3,7902,15.45,16.24,12.12,1.17,16.24,TS-1,1.38,1.117,0.491,0.171,590,"97,8-101,0","275,0-297,5","0,00267-0,01290",Aviadvigatel,icao,,,,,,,TRUE
1277,T206,1,Piston,L,TIO-540-AJ1A,T206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1278,T210,1,Piston,L,TSIO-520-R,T210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1279,T211,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1280,T22M,4,Jet,H,Rotax 912 ULS,FGTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1281,T250,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1282,T28,2,Turboprop,L,PT6A-66,P180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1283,T30,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1284,T33,2,Jet,M,Larzac 04-C5,AJET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1285,T34P,1,Piston,L,IO-540-C4D5D,TB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1286,T34T,1,Turboprop,L,M250-B17F/2,E500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1287,T35,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1288,T37,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1289,T38,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1290,T4,2,Jet,M,Larzac 04-C5,AJET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1291,T40,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1292,T411,1,Piston,L,IO-520-D,C188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1293,T50S,2,Jet,M,F100-PW-229,F15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1294,T6,1,Piston,L,TIO-540-AE2A,PA46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1295,TAIL,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1296,TAMP,1,Piston,L,O-320-D3G,P28A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1297,TARR,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1298,TAYD,1,Piston,L,Rotax 912 UL,SVNH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1299,TB05,1,Piston,L,IO-360-C1C6,P28R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1300,TB20,1,Piston,L,IO-540-C4D5D,TB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1301,TB21,1,Piston,L,TIO-540-AB1AD,TB21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1302,TB30,1,Piston,L,IO-540-C4D5D,TB20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1303,TB31,1,Turboprop,L,PT6A-42A,P46T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1304,TBEE,1,Piston,L,IO-540-AB1A5,C182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1305,TBM,2,Turboprop,M,TPE331-12 UAR,JS32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1306,TBM7,1,Turboprop,L,PT6A-64,TBM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1307,TBM8,1,Turboprop,L,PT6A-66D,TBM8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1308,TBM9,1,Turboprop,L,PT6A-66D,TBM9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1309,TEAL,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1310,TEX2,1,Turboprop,L,PT6A-68,TEX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1311,TFK2,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1312,TFUN,1,Piston,L,Rotax 912 S3,DIMO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1313,TJET,1,Jet,L,FJ33-5A,SF50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1314,TL20,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1315,TL30,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1316,TNAV,2,Piston,L,TSIO-360KB,PA34,P131,TSIO-360C,,,,,,9.17,9.55,11.31,138.26,,1082,960.8,995.1,592.2,,2.71,4.32,3.77,1.91,,,,,,,,0.0168,0.0125,0.0077,0.0014,,,,,,faeed160,TSIO-360-...,225,0.1,0.07,0.04,0.05,TRUE
1317,TOBA,1,Piston,L,IO-360-L2A,C172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1318,TOR,1,Jet,M,F100-PW-229,F16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1319,TOUR,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1320,TR20,1,Piston,L,IO-360-C1C6,P28R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1321,TRAL,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1322,TRF1,1,Piston,L,AEIO-540-L1B5,E300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1323,TRIM,2,Piston,L,TAE 120-01 Centurion,DA42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1324,TRIS,2,Piston,L,TAE 120-01 Centurion,DA42,PF11,O-540-J3C5D,,,,,,20,22,51,32,,1327,1227,1425,1210,,1,1,0,0,,,,,,,,0.0166,0.014,0.0066,0.0016,,,,,,foca,O-540,235,0.1,0.07,0.04,0.05,TRUE
1325,TS11,1,Jet,L,AI-25TL,L39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1326,TU22,4,Jet,H,AI-25TL,FGTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1327,TU95,4,Jet,H,AI-25TL,FGTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1328,TUCA,1,Turboprop,L,PT6A-64,TBM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1329,TUTR,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1330,TWEN,1,Piston,L,AE300 E4-A,DA40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1331,TWIR,2,Piston,L,Rotax 912 S3,P06T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1332,TWST,1,Piston,L,Rotax 912 UL,EV97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1333,U15,1,Piston,L,Rotax 912 ULS,MAGC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1334,U16,2,Piston,M,R-1820-82A,S2P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1335,U2,1,Jet,M,J75-P-13B,U2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1336,U21,2,Turboprop,L,PT6A-112,F406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
1337,UF10,1,Piston,L,O-200-D,C162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,icao,,,,,,,FALSE
